start,meterId,duration
2019-05-31T00:00:00.000Z,ZIV0046090075,651
2019-05-28T22:00:00.000Z,CIR0141448970,653
2019-05-31T00:00:00.000Z,ZIV0046094359,651
2019-05-31T00:00:00.000Z,ZIV0046095653,651
2019-05-31T00:00:00.000Z,CIR0141456411,651
2019-05-31T00:00:00.000Z,CIR0141443036,651
2019-09-04T00:00:00.000Z,CIR0141690856,555
2019-05-31T00:00:00.000Z,CIR0141600945,650
2019-05-29T22:00:00.000Z,CIR0141448808,652
2019-05-31T00:00:00.000Z,ZIV0046094221,650
2019-05-31T00:00:00.000Z,CIR0141456569,651
2019-05-29T22:00:00.000Z,ZIV0046091407,652
2019-06-24T22:00:00.000Z,CIR0141440224,626
2019-05-31T00:00:00.000Z,CIR0141464472,651
2019-05-31T00:00:00.000Z,ZIV0046093267,651
2019-05-31T00:00:00.000Z,ZIV0046090894,651
2019-05-30T22:00:00.000Z,CIR0141600955,651
2019-05-29T22:00:00.000Z,CIR0141443026,652
2019-05-31T00:00:00.000Z,CIR0141690846,651
2019-05-28T22:00:00.000Z,CIR0141448960,653
2019-05-31T00:00:00.000Z,ZIV0046094349,651
2019-05-31T00:00:00.000Z,CIR0141673325,651
2019-05-30T22:00:00.000Z,ZIV0046090065,651
2019-06-01T22:00:00.000Z,CIR0141456401,649
2019-05-31T00:00:00.000Z,ZIV0046095643,651
2019-05-31T00:00:00.000Z,CIR0141464462,651
2019-05-31T00:00:00.000Z,ZIV0046093277,651
2019-05-31T00:00:00.000Z,ZIV0046090884,651
2019-05-29T22:00:00.000Z,CIR0141448818,652
2019-05-29T22:00:00.000Z,ZIV0046094231,652
2019-05-26T22:00:00.000Z,CIR0141440234,655
2019-05-31T00:00:00.000Z,CIR0141456579,651
2019-05-31T00:00:00.000Z,ZIV0046091417,651
2019-05-31T00:00:00.000Z,CIR0141600038,651
2019-05-31T00:00:00.000Z,ZIV0046090091,651
2019-05-30T22:00:00.000Z,CIR0141601532,651
2019-10-17T22:00:00.000Z,CIR0141691421,511
2019-05-30T22:00:00.000Z,CIR0141448994,651
2019-05-31T00:00:00.000Z,ZIV0045682056,651
2019-05-31T00:00:00.000Z,ZIV0046090908,651
2019-05-31T00:00:00.000Z,CIR0141600140,651
2019-05-31T00:00:00.000Z,CIR0141690053,651
2019-05-31T00:00:00.000Z,CIR0141691559,651
2019-05-31T00:00:00.000Z,CIR0501624253,650
2019-05-31T00:00:00.000Z,ZIV0046090870,651
2019-05-31T00:00:00.000Z,ZIV0046093283,651
2019-05-29T22:00:00.000Z,CIR0141464496,652
2019-05-30T22:00:00.000Z,ZIV0045682046,651
2019-05-31T00:00:00.000Z,ZIV0046090918,651
2019-09-02T22:00:00.000Z,CIR0141600028,556
2019-09-30T00:00:00.000Z,CIR0141691431,528
2019-05-28T22:00:00.000Z,CIR0141448984,653
2019-05-31T00:00:00.000Z,CIR0141601522,651
2019-05-31T00:00:00.000Z,ZIV0046090081,651
