status_code,t,status,l
1,2020-04-03T23:30:23.000Z,TF,2020-04-03T23:30:23.000Z
2,2020-04-03T23:30:23.000Z,Registered,2020-04-04T10:29:51.537Z
2,2020-04-04T02:55:34.000Z,Registered,2020-04-05T08:21:17.704Z
1,2020-04-04T02:55:34.000Z,TF,2020-04-04T02:55:34.000Z
1,2020-04-05T07:00:46.000Z,TF,2020-04-05T07:00:46.000Z
2,2020-04-05T09:34:48.000Z,Registered,2020-04-05T09:34:48.000Z
1,2020-04-05T10:25:00.000Z,TF,2020-04-05T10:25:00.000Z
2,2020-04-05T10:49:43.000Z,Registered,2020-04-05T16:21:17.846Z
1,2020-04-05T16:01:51.000Z,TF,2020-04-05T16:01:51.000Z
2,2020-04-05T16:01:51.000Z,Registered,2020-04-06T03:32:21.635Z
1,2020-04-06T01:24:29.000Z,TF,2020-04-06T01:24:29.000Z
2,2020-04-06T01:24:29.000Z,Registered,2020-04-06T11:20:20.087Z
2,2020-04-06T01:24:29.000Z,Registered,2020-04-07T06:29:59.883Z
1,2020-04-07T01:56:14.000Z,TF,2020-04-07T01:56:14.000Z
2,2020-04-07T01:56:14.000Z,Registered,2020-04-07T16:29:46.399Z
1,2020-04-07T01:56:14.000Z,TF,2020-04-07T23:20:19.780Z
2,2020-04-07T01:56:14.000Z,Registered,2020-04-07T19:20:20.071Z
2,2020-04-07T21:00:26.000Z,Registered,2020-04-08T19:20:20.731Z
1,2020-04-08T03:08:22.000Z,TF,2020-04-08T23:20:20.604Z
2,2020-04-08T21:00:20.000Z,Registered,2020-04-09T08:29:30.187Z
2,2020-04-09T06:11:51.000Z,Registered,2020-04-10T00:35:16.410Z
1,2020-04-09T06:11:51.000Z,TF,2020-04-09T06:11:51.000Z
2,2020-04-09T06:11:51.000Z,Registered,2020-04-09T11:20:21.494Z
1,2020-04-09T23:30:21.000Z,TF,2020-04-09T23:30:21.000Z
2,2020-04-09T23:30:21.000Z,Registered,2020-04-10T04:29:45.506Z
1,2020-04-10T03:56:37.000Z,TF,2020-04-10T03:56:37.000Z
2,2020-04-10T04:54:36.000Z,Registered,2020-04-10T19:23:11.489Z
1,2020-04-10T04:54:36.000Z,TF,2020-04-11T00:35:19.064Z
2,2020-04-10T21:00:16.000Z,Registered,2020-04-12T01:21:57.813Z
1,2020-04-12T01:02:18.000Z,TF,2020-04-12T01:02:18.000Z
2,2020-04-12T02:22:25.000Z,Registered,2020-04-12T18:30:14.322Z
1,2020-04-12T16:02:00.000Z,TF,2020-04-12T23:21:31.609Z
2,2020-04-12T21:31:40.000Z,Registered,2020-04-13T19:20:21.249Z
2,2020-04-13T19:08:23.000Z,Registered,2020-04-14T14:27:22.796Z
1,2020-04-13T19:08:23.000Z,TF,2020-04-13T21:20:10.402Z
1,2020-04-14T02:20:26.000Z,TF,2020-04-14T02:20:26.000Z
2,2020-04-14T14:51:57.000Z,Registered,2020-04-14T20:29:46.461Z
1,2020-04-14T18:27:54.000Z,TF,2020-04-14T18:27:54.000Z
2,2020-04-14T21:00:33.000Z,Registered,2020-04-15T11:20:25.382Z
1,2020-04-15T10:47:59.000Z,TF,2020-04-15T10:47:59.000Z
2,2020-04-15T12:09:20.000Z,Registered,2020-04-15T19:20:24.440Z
1,2020-04-15T18:27:30.000Z,TF,2020-04-15T18:27:30.000Z
2,2020-04-15T20:10:51.000Z,Registered,2020-04-17T21:20:25.599Z
1,2020-04-17T21:20:37.000Z,TF,2020-04-17T21:20:37.000Z
2,2020-04-17T22:01:14.000Z,Registered,2020-04-18T00:33:36.843Z
1,2020-04-17T22:01:14.000Z,TF,2020-04-17T22:01:14.000Z
2,2020-04-18T01:10:19.000Z,Registered,2020-04-18T19:20:26.662Z
1,2020-04-18T17:21:21.000Z,TF,2020-04-18T17:21:21.000Z
2,2020-04-18T19:40:44.000Z,Registered,2020-04-19T16:29:13.763Z
1,2020-04-19T16:01:48.000Z,TF,2020-04-19T16:01:48.000Z
2,2020-04-19T16:01:48.000Z,Registered,2020-04-19T20:27:37.437Z
1,2020-04-19T16:01:48.000Z,TF,2020-04-19T22:28:15.801Z
2,2020-04-19T21:31:38.000Z,Registered,2020-04-19T21:31:38.000Z
1,2020-04-19T21:31:38.000Z,TF,2020-04-19T21:31:38.000Z
2,2020-04-20T00:16:38.000Z,Registered,2020-04-22T14:20:28.846Z
1,2020-04-22T01:36:53.000Z,TF,2020-04-22T01:36:53.000Z
2,2020-04-22T01:36:53.000Z,Registered,2020-04-22T21:28:51.535Z
2,2020-04-22T21:00:24.000Z,Registered,2020-04-23T03:35:36.551Z
1,2020-04-22T21:00:24.000Z,TF,2020-04-22T23:31:36.193Z
2,2020-04-23T03:03:02.000Z,Registered,2020-04-23T18:32:03.658Z
1,2020-04-23T03:03:02.000Z,TF,2020-04-23T03:03:02.000Z
2,2020-04-23T07:47:39.000Z,Registered,2020-04-24T12:27:43.943Z
1,2020-04-23T07:47:39.000Z,TF,2020-04-23T20:31:09.031Z
1,2020-04-24T01:25:46.000Z,TF,2020-04-24T01:25:46.000Z
2,2020-04-24T01:25:46.000Z,Registered,2020-04-24T01:25:46.000Z
2,2020-04-24T01:25:46.000Z,Registered,2020-04-24T19:20:12.062Z
2,2020-04-24T01:25:46.000Z,Registered,2020-04-24T23:20:12.887Z
1,2020-04-24T21:00:39.000Z,TF,2020-04-24T21:00:39.000Z
2,2020-04-24T21:00:39.000Z,Registered,2020-04-25T12:24:17.630Z
2,2020-04-25T02:24:48.000Z,Registered,2020-04-26T09:20:11.159Z
1,2020-04-25T02:24:48.000Z,TF,2020-04-25T02:24:48.000Z
1,2020-04-26T03:30:20.000Z,TF,2020-04-26T03:30:20.000Z
2,2020-04-26T10:10:10.000Z,Registered,2020-04-26T19:20:10.506Z
1,2020-04-26T16:01:51.000Z,TF,2020-04-26T16:01:51.000Z
2,2020-04-26T16:01:51.000Z,Registered,2020-04-27T21:21:20.321Z
1,2020-04-27T21:00:35.000Z,TF,2020-04-27T21:00:35.000Z
2,2020-04-27T21:00:35.000Z,Registered,2020-04-29T00:32:11.022Z
1,2020-04-28T21:00:25.000Z,TF,2020-04-29T06:24:43.804Z
2,2020-04-29T02:06:51.000Z,Registered,2020-05-03T16:22:45.295Z
2,2020-05-03T16:01:35.000Z,Registered,2020-05-03T16:01:35.000Z
2,2020-05-03T16:01:35.000Z,Registered,2020-05-03T21:34:56.922Z
1,2020-05-03T16:01:35.000Z,TF,2020-05-03T16:01:35.000Z
1,2020-05-03T21:31:35.000Z,TF,2020-05-03T21:31:35.000Z
2,2020-05-03T21:31:35.000Z,Registered,2020-05-04T10:20:33.242Z
2,2020-05-04T02:16:48.000Z,Registered,2020-05-04T19:28:30.051Z
2,2020-05-04T02:16:48.000Z,Registered,2020-05-05T15:27:06.386Z
1,2020-05-04T02:16:48.000Z,TF,2020-05-04T02:16:48.000Z
2,2020-05-05T02:01:54.000Z,Registered,2020-05-05T21:27:39.651Z
1,2020-05-05T02:01:54.000Z,TF,2020-05-05T02:01:54.000Z
1,2020-05-05T02:01:54.000Z,TF,2020-05-05T17:26:26.146Z
2,2020-05-05T02:01:54.000Z,Registered,2020-05-06T00:20:26.763Z
1,2020-05-05T23:30:27.000Z,TF,2020-05-05T23:30:27.000Z
2,2020-05-06T01:10:21.000Z,Registered,2020-05-06T19:25:42.035Z
2,2020-05-06T14:21:59.000Z,Registered,2020-05-06T22:21:12.184Z
2,2020-05-06T14:21:59.000Z,Registered,2020-05-07T06:20:53.069Z
1,2020-05-06T14:21:59.000Z,TF,2020-05-06T14:21:59.000Z
1,2020-05-07T03:14:50.000Z,TF,2020-05-07T03:14:50.000Z
2,2020-05-07T03:14:50.000Z,Registered,2020-05-08T19:25:59.976Z
2,2020-05-07T03:14:50.000Z,Registered,2020-05-07T19:25:52.199Z
2,2020-05-08T02:44:35.000Z,Registered,2020-05-08T22:20:57.934Z
1,2020-05-08T02:44:35.000Z,TF,2020-05-08T02:44:35.000Z
2,2020-05-08T02:44:35.000Z,Registered,2020-05-10T06:21:00.862Z
1,2020-05-10T03:44:28.000Z,TF,2020-05-10T03:44:28.000Z
2,2020-05-10T03:44:28.000Z,Registered,2020-05-10T10:20:34.857Z
2,2020-05-10T10:10:06.000Z,Registered,2020-05-10T16:21:32.140Z
1,2020-05-10T10:10:06.000Z,TF,2020-05-10T10:10:06.000Z
2,2020-05-10T16:01:35.000Z,Registered,2020-05-10T22:21:26.944Z
1,2020-05-10T16:01:35.000Z,TF,2020-05-10T16:01:35.000Z
2,2020-05-10T21:31:42.000Z,Registered,2020-05-10T21:31:42.000Z
2,2020-05-10T21:31:42.000Z,Registered,2020-05-11T14:20:45.329Z
1,2020-05-10T21:31:42.000Z,TF,2020-05-10T21:31:42.000Z
1,2020-05-11T04:21:54.000Z,TF,2020-05-11T16:20:34.379Z
2,2020-05-11T04:21:54.000Z,Registered,2020-05-11T19:25:53.728Z
1,2020-05-11T04:21:54.000Z,TF,2020-05-11T04:21:54.000Z
2,2020-05-11T04:21:54.000Z,Registered,2020-05-12T06:20:26.117Z
1,2020-05-12T01:10:42.000Z,TF,2020-05-12T21:24:38.954Z
1,2020-05-12T01:10:42.000Z,TF,2020-05-12T01:10:42.000Z
2,2020-05-12T01:10:42.000Z,Registered,2020-05-12T19:24:00.628Z
2,2020-05-12T21:00:38.000Z,Registered,2020-05-13T09:25:41.290Z
2,2020-05-13T03:53:38.000Z,Registered,2020-05-14T21:25:38.903Z
1,2020-05-13T03:53:38.000Z,TF,2020-05-13T03:53:38.000Z
2,2020-05-14T21:00:31.000Z,Registered,2020-05-15T01:50:58.691Z
1,2020-05-14T21:00:31.000Z,TF,2020-05-14T21:00:31.000Z
2,2020-05-15T01:44:46.000Z,Registered,2020-05-15T10:21:35.669Z
1,2020-05-15T01:44:46.000Z,TF,2020-05-15T01:44:46.000Z
2,2020-05-15T09:26:27.000Z,Registered,2020-05-15T19:26:24.624Z
1,2020-05-15T09:26:27.000Z,TF,2020-05-15T09:26:27.000Z
1,2020-05-15T17:28:15.000Z,TF,2020-05-15T17:28:15.000Z
2,2020-05-15T19:47:21.000Z,Registered,2020-05-16T20:21:38.675Z
1,2020-05-16T19:51:11.000Z,TF,2020-05-16T22:21:54.905Z
2,2020-05-16T21:00:28.000Z,Registered,2020-05-17T03:35:06.012Z
2,2020-05-17T02:39:49.000Z,Registered,2020-05-17T21:27:04.426Z
1,2020-05-17T02:39:49.000Z,TF,2020-05-17T02:39:49.000Z
1,2020-05-17T21:31:35.000Z,TF,2020-05-17T21:31:35.000Z
2,2020-05-17T21:31:35.000Z,Registered,2020-05-18T13:23:12.299Z
2,2020-05-18T01:26:54.000Z,Registered,2020-05-19T02:07:46.552Z
1,2020-05-18T01:26:54.000Z,TF,2020-05-18T01:26:54.000Z
1,2020-05-19T01:38:51.000Z,TF,2020-05-19T01:38:51.000Z
2,2020-05-19T02:41:22.000Z,Registered,2020-05-19T11:29:27.186Z
1,2020-05-19T02:41:22.000Z,TF,2020-05-19T02:41:22.000Z
2,2020-05-19T02:41:22.000Z,Registered,2020-05-19T15:30:32.367Z
2,2020-05-19T02:41:22.000Z,Registered,2020-05-19T02:41:22.000Z
2,2020-05-19T02:41:22.000Z,Registered,2020-05-20T20:20:54.513Z
1,2020-05-20T01:24:27.000Z,TF,2020-05-20T01:24:27.000Z
2,2020-05-20T21:00:25.000Z,Registered,2020-05-21T19:20:53.171Z
1,2020-05-21T04:37:40.000Z,TF,2020-05-21T04:37:40.000Z
2,2020-05-21T04:37:40.000Z,Registered,2020-05-21T23:21:01.005Z
1,2020-05-21T21:00:25.000Z,TF,2020-05-21T21:00:25.000Z
2,2020-05-21T23:36:30.000Z,Registered,2020-05-22T05:20:20.793Z
1,2020-05-22T02:35:30.000Z,TF,2020-05-22T02:35:30.000Z
2,2020-05-22T02:35:30.000Z,Registered,2020-05-22T16:25:33.965Z
1,2020-05-22T13:20:58.000Z,TF,2020-05-22T18:26:25.478Z
2,2020-05-22T13:20:58.000Z,Registered,2020-05-23T09:20:27.018Z
1,2020-05-23T02:44:45.000Z,TF,2020-05-23T11:20:25.977Z
2,2020-05-23T02:44:45.000Z,Registered,2020-05-24T19:20:33.036Z
1,2020-05-24T16:01:49.000Z,TF,2020-05-24T16:01:49.000Z
2,2020-05-24T16:01:49.000Z,Registered,2020-05-25T03:20:27.880Z
1,2020-05-25T02:00:24.000Z,TF,2020-05-25T02:00:24.000Z
1,2020-05-25T02:00:24.000Z,TF,2020-05-25T05:20:23.181Z
2,2020-05-25T02:00:24.000Z,Registered,2020-05-25T12:27:24.965Z
1,2020-05-25T02:00:24.000Z,TF,2020-05-25T14:27:35.112Z
2,2020-05-25T02:00:24.000Z,Registered,2020-05-25T02:00:24.000Z
2,2020-05-25T02:00:24.000Z,Registered,2020-05-25T19:20:34.014Z
2,2020-05-25T02:00:24.000Z,Registered,2020-05-26T06:23:05.499Z
2,2020-05-26T01:10:36.000Z,Registered,2020-05-26T21:20:55.480Z
1,2020-05-26T01:10:36.000Z,TF,2020-05-26T01:10:36.000Z
1,2020-05-26T21:00:26.000Z,TF,2020-05-27T01:20:36.169Z
2,2020-05-26T21:00:26.000Z,Registered,2020-05-27T07:21:47.635Z
1,2020-05-27T03:01:49.000Z,TF,2020-05-27T03:01:49.000Z
2,2020-05-27T03:01:49.000Z,Registered,2020-05-28T01:20:27.513Z
1,2020-05-28T01:21:35.000Z,TF,2020-05-28T01:21:35.000Z
2,2020-05-28T02:06:28.000Z,Registered,2020-05-28T02:06:28.000Z
1,2020-05-28T02:41:50.000Z,TF,2020-05-28T02:41:50.000Z
2,2020-05-28T03:42:29.000Z,Registered,2020-05-28T08:26:56.465Z
1,2020-05-28T03:42:29.000Z,TF,2020-05-28T03:42:29.000Z
2,2020-05-28T03:42:29.000Z,Registered,2020-05-28T23:21:07.716Z
1,2020-05-28T21:00:19.000Z,TF,2020-05-28T21:00:19.000Z
2,2020-05-28T21:00:19.000Z,Registered,2020-05-29T09:20:23.427Z
1,2020-05-29T03:01:35.000Z,TF,2020-05-29T11:20:23.372Z
2,2020-05-29T03:01:35.000Z,Registered,2020-05-30T18:25:56.530Z
2,2020-05-30T14:26:32.000Z,Registered,2020-05-30T23:21:27.640Z
1,2020-05-30T14:26:32.000Z,TF,2020-05-30T14:26:32.000Z
2,2020-05-30T14:26:32.000Z,Registered,2020-05-31T10:25:07.713Z
1,2020-05-31T10:10:02.000Z,TF,2020-05-31T10:10:02.000Z
2,2020-05-31T10:10:02.000Z,Registered,2020-06-01T09:20:30.805Z
2,2020-06-01T01:53:01.000Z,Registered,2020-06-02T20:28:04.069Z
1,2020-06-01T01:53:01.000Z,TF,2020-06-01T01:53:01.000Z
2,2020-06-01T01:53:01.000Z,Registered,2020-06-01T21:20:41.748Z
1,2020-06-02T04:22:06.000Z,TF,2020-06-02T04:22:06.000Z
2,2020-06-02T04:22:06.000Z,Registered,2020-06-03T18:25:29.525Z
1,2020-06-03T02:09:34.000Z,TF,2020-06-03T02:09:34.000Z
2,2020-06-03T02:09:34.000Z,Registered,2020-06-03T02:09:34.000Z
2,2020-06-03T21:00:29.000Z,Registered,2020-06-04T06:23:33.561Z
1,2020-06-04T01:20:45.000Z,TF,2020-06-04T01:20:45.000Z
2,2020-06-04T01:20:45.000Z,Registered,2020-06-04T19:20:43.900Z
2,2020-06-04T01:20:45.000Z,Registered,2020-06-04T23:10:43.647Z
1,2020-06-04T21:00:22.000Z,TF,2020-06-04T21:00:22.000Z
2,2020-06-04T21:00:22.000Z,Registered,2020-06-07T01:20:37.101Z
1,2020-06-07T00:41:05.000Z,TF,2020-06-07T00:41:05.000Z
2,2020-06-07T02:24:17.000Z,Registered,2020-06-07T19:20:48.810Z
1,2020-06-07T16:01:53.000Z,TF,2020-06-07T16:01:53.000Z
2,2020-06-07T16:01:53.000Z,Registered,2020-06-07T22:24:34.386Z
1,2020-06-07T21:31:42.000Z,TF,2020-06-07T21:31:42.000Z
2,2020-06-07T21:31:42.000Z,Registered,2020-06-08T07:20:45.809Z
1,2020-06-08T01:57:00.000Z,TF,2020-06-08T01:57:00.000Z
2,2020-06-08T01:57:00.000Z,Registered,2020-06-09T19:20:50.626Z
2,2020-06-09T04:21:47.000Z,Registered,2020-06-11T00:32:56.292Z
1,2020-06-09T04:21:47.000Z,TF,2020-06-09T04:21:47.000Z
1,2020-06-10T02:40:52.000Z,TF,2020-06-11T03:21:28.132Z
2,2020-06-11T02:54:08.000Z,Registered,2020-06-11T02:54:08.000Z
1,2020-06-11T02:54:08.000Z,TF,2020-06-11T02:54:08.000Z
2,2020-06-11T02:54:08.000Z,Registered,2020-06-11T07:20:59.728Z
1,2020-06-11T07:07:48.000Z,TF,2020-06-11T07:07:48.000Z
2,2020-06-11T08:22:10.000Z,Registered,2020-06-11T16:26:10.978Z
1,2020-06-11T12:26:42.000Z,TF,2020-06-11T12:26:42.000Z
2,2020-06-11T12:26:42.000Z,Registered,2020-06-12T01:20:34.409Z
1,2020-06-11T23:37:58.000Z,TF,2020-06-11T23:37:58.000Z
2,2020-06-11T23:37:58.000Z,Registered,2020-06-12T20:25:33.678Z
1,2020-06-12T19:21:02.000Z,TF,2020-06-12T19:21:02.000Z
2,2020-06-12T21:05:43.000Z,Registered,2020-06-13T04:23:05.894Z
1,2020-06-13T03:20:23.000Z,TF,2020-06-13T03:20:23.000Z
2,2020-06-13T03:20:23.000Z,Registered,2020-06-13T10:26:07.354Z
1,2020-06-13T09:21:40.000Z,TF,2020-06-13T09:21:40.000Z
2,2020-06-13T09:21:40.000Z,Registered,2020-06-14T19:21:02.988Z
1,2020-06-14T18:26:07.000Z,TF,2020-06-14T18:26:07.000Z
2,2020-06-14T18:26:07.000Z,Registered,2020-06-14T22:24:50.895Z
1,2020-06-14T21:31:37.000Z,TF,2020-06-14T21:31:37.000Z
2,2020-06-14T21:31:37.000Z,Registered,2020-06-15T02:24:18.909Z
1,2020-06-15T02:27:58.000Z,TF,2020-06-15T02:27:58.000Z
2,2020-06-15T02:48:36.000Z,Registered,2020-06-15T14:22:36.968Z
1,2020-06-15T14:27:20.000Z,TF,2020-06-15T16:22:43.497Z
2,2020-06-15T15:07:44.000Z,Registered,2020-06-15T20:26:37.366Z
2,2020-06-15T19:21:11.000Z,Registered,2020-06-16T06:25:01.291Z
1,2020-06-15T19:21:11.000Z,TF,2020-06-15T22:25:17.655Z
1,2020-06-16T05:23:14.000Z,TF,2020-06-16T05:23:14.000Z
2,2020-06-16T06:45:05.000Z,Registered,2020-06-16T19:23:39.354Z
1,2020-06-16T18:27:36.000Z,TF,2020-06-16T18:27:36.000Z
2,2020-06-16T20:24:16.000Z,Registered,2020-06-16T22:28:38.383Z
1,2020-06-16T21:00:31.000Z,TF,2020-06-16T21:00:31.000Z
2,2020-06-16T23:04:14.000Z,Registered,2020-06-17T03:23:09.703Z
1,2020-06-17T03:17:43.000Z,TF,2020-06-17T03:17:43.000Z
2,2020-06-17T04:11:51.000Z,Registered,2020-06-18T06:27:21.057Z
1,2020-06-18T05:06:27.000Z,TF,2020-06-18T08:28:35.871Z
2,2020-06-18T06:47:49.000Z,Registered,2020-06-18T22:24:40.224Z
1,2020-06-18T21:43:02.000Z,TF,2020-06-18T21:43:02.000Z
2,2020-06-18T21:43:02.000Z,Registered,2020-06-19T10:25:15.609Z
1,2020-06-19T09:42:08.000Z,TF,2020-06-19T12:24:39.724Z
2,2020-06-19T09:42:08.000Z,Registered,2020-06-19T22:24:18.901Z
1,2020-06-19T22:02:46.000Z,TF,2020-06-19T22:02:46.000Z
2,2020-06-19T22:43:11.000Z,Registered,2020-06-20T08:26:39.719Z
2,2020-06-20T02:41:27.000Z,Registered,2020-06-20T20:26:22.682Z
2,2020-06-20T02:41:27.000Z,Registered,2020-06-21T10:25:56.099Z
1,2020-06-20T02:41:27.000Z,TF,2020-06-20T02:41:27.000Z
1,2020-06-21T10:10:02.000Z,TF,2020-06-21T10:10:02.000Z
2,2020-06-21T10:10:02.000Z,Registered,2020-06-21T16:26:19.021Z
1,2020-06-21T16:01:46.000Z,TF,2020-06-21T16:01:46.000Z
2,2020-06-21T16:01:46.000Z,Registered,2020-06-21T20:26:01.193Z
2,2020-06-21T21:00:45.000Z,Registered,2020-06-21T23:21:56.463Z
1,2020-06-21T21:31:36.000Z,TF,2020-06-21T21:31:36.000Z
2,2020-06-21T21:31:36.000Z,Registered,2020-06-22T13:29:37.051Z
1,2020-06-22T03:22:43.000Z,TF,2020-06-22T03:22:43.000Z
2,2020-06-22T03:22:43.000Z,Registered,2020-06-22T18:25:04.109Z
2,2020-06-22T03:22:43.000Z,Registered,2020-06-22T03:22:43.000Z
2,2020-06-22T03:22:43.000Z,Registered,2020-06-23T10:20:37.431Z
1,2020-06-23T01:57:42.000Z,TF,2020-06-23T12:20:38.759Z
2,2020-06-23T01:57:42.000Z,Registered,2020-06-23T14:22:55.158Z
1,2020-06-23T13:51:10.000Z,TF,2020-06-23T13:51:10.000Z
2,2020-06-23T15:30:49.000Z,Registered,2020-06-23T19:32:40.031Z
1,2020-06-23T18:26:06.000Z,TF,2020-06-23T18:26:06.000Z
2,2020-06-23T18:26:06.000Z,Registered,2020-06-23T18:26:06.000Z
2,2020-06-23T21:00:38.000Z,Registered,2020-06-24T01:54:34.697Z
1,2020-06-23T21:00:38.000Z,TF,2020-06-23T21:00:38.000Z
2,2020-06-24T01:39:34.000Z,Registered,2020-06-24T09:25:46.199Z
2,2020-06-24T01:39:34.000Z,Registered,2020-06-24T22:21:25.285Z
1,2020-06-24T01:39:34.000Z,TF,2020-06-24T11:24:45.410Z
1,2020-06-24T01:39:34.000Z,TF,2020-06-24T01:39:34.000Z
1,2020-06-24T21:00:31.000Z,TF,2020-06-24T21:00:31.000Z
2,2020-06-24T21:00:31.000Z,Registered,2020-06-24T21:00:31.000Z
2,2020-06-25T01:57:30.000Z,Registered,2020-06-25T22:20:23.785Z
1,2020-06-25T21:00:32.000Z,TF,2020-06-26T00:20:15.953Z
2,2020-06-25T23:30:24.000Z,Registered,2020-06-26T06:20:17.994Z
2,2020-06-26T02:59:31.000Z,Registered,2020-06-27T08:20:30.850Z
1,2020-06-26T02:59:31.000Z,TF,2020-06-26T02:59:31.000Z
2,2020-06-26T02:59:31.000Z,Registered,2020-06-26T02:59:31.000Z
2,2020-06-27T02:37:58.000Z,Registered,2020-06-28T10:20:17.122Z
2,2020-06-27T02:37:58.000Z,Registered,2020-06-27T02:37:58.000Z
1,2020-06-27T02:37:58.000Z,TF,2020-06-27T02:37:58.000Z
2,2020-06-28T10:10:09.000Z,Registered,2020-06-28T16:20:29.279Z
1,2020-06-28T10:10:09.000Z,TF,2020-06-28T10:10:09.000Z
1,2020-06-28T16:01:41.000Z,TF,2020-06-28T16:01:41.000Z
2,2020-06-28T16:01:41.000Z,Registered,2020-06-28T19:27:19.466Z
2,2020-06-28T16:01:41.000Z,Registered,2020-06-28T16:01:41.000Z
2,2020-06-28T21:31:41.000Z,Registered,2020-06-28T21:31:41.000Z
1,2020-06-28T21:31:41.000Z,TF,2020-06-29T01:58:39.811Z
1,2020-06-28T21:31:41.000Z,TF,2020-06-28T21:31:41.000Z
2,2020-06-29T00:35:40.000Z,Registered,2020-06-29T09:26:19.898Z
1,2020-06-29T02:21:50.000Z,TF,2020-06-29T02:21:50.000Z
2,2020-06-29T02:21:50.000Z,Registered,2020-06-30T05:20:19.859Z
1,2020-06-30T01:24:04.000Z,TF,2020-06-30T08:28:51.076Z
1,2020-06-30T01:24:04.000Z,TF,2020-06-30T01:24:04.000Z
2,2020-06-30T01:24:04.000Z,Registered,2020-06-30T16:28:24.177Z
2,2020-06-30T01:24:04.000Z,Registered,2020-06-30T01:24:04.000Z
2,2020-06-30T01:24:04.000Z,Registered,2020-06-30T22:27:09.253Z
2,2020-06-30T01:24:04.000Z,Registered,2020-06-30T10:28:52.570Z
1,2020-06-30T21:00:29.000Z,TF,2020-06-30T21:00:29.000Z
2,2020-06-30T21:00:29.000Z,Registered,2020-07-01T20:20:32.884Z
1,2020-07-01T14:21:02.000Z,TF,2020-07-01T22:20:39.292Z
2,2020-07-01T21:00:33.000Z,Registered,2020-07-01T21:00:33.000Z
1,2020-07-01T21:00:33.000Z,TF,2020-07-01T21:00:33.000Z
2,2020-07-02T00:23:48.000Z,Registered,2020-07-02T09:30:45.164Z
1,2020-07-02T01:19:31.000Z,TF,2020-07-02T01:19:31.000Z
2,2020-07-02T01:19:31.000Z,Registered,2020-07-02T17:27:32.620Z
2,2020-07-02T01:19:31.000Z,Registered,2020-07-02T01:19:31.000Z
2,2020-07-02T01:19:31.000Z,Registered,2020-07-03T00:20:23.438Z
2,2020-07-03T00:41:50.000Z,Registered,2020-07-03T18:21:03.728Z
1,2020-07-03T04:32:46.000Z,TF,2020-07-03T04:32:46.000Z
2,2020-07-03T04:32:46.000Z,Registered,2020-07-04T01:37:39.866Z
1,2020-07-04T01:30:44.000Z,TF,2020-07-04T01:30:44.000Z
2,2020-07-04T02:06:18.000Z,Registered,2020-07-04T07:27:09.834Z
2,2020-07-04T02:34:56.000Z,Registered,2020-07-05T17:26:31.676Z
1,2020-07-04T02:34:56.000Z,TF,2020-07-04T02:34:56.000Z
1,2020-07-05T16:01:30.000Z,TF,2020-07-05T19:25:45.132Z
2,2020-07-05T16:01:30.000Z,Registered,2020-07-05T21:28:02.199Z
1,2020-07-05T21:31:35.000Z,TF,2020-07-05T21:31:35.000Z
2,2020-07-05T21:31:35.000Z,Registered,2020-07-06T15:27:28.133Z
1,2020-07-06T03:02:35.000Z,TF,2020-07-06T03:02:35.000Z
2,2020-07-06T03:02:35.000Z,Registered,2020-07-06T19:27:43.651Z
2,2020-07-06T03:02:35.000Z,Registered,2020-07-06T23:33:52.703Z
2,2020-07-06T03:02:35.000Z,Registered,2020-07-07T15:28:09.354Z
1,2020-07-07T02:49:52.000Z,TF,2020-07-07T02:49:52.000Z
2,2020-07-07T02:49:52.000Z,Registered,2020-07-07T02:49:52.000Z
1,2020-07-07T02:49:52.000Z,TF,2020-07-07T21:28:31.969Z
2,2020-07-07T21:00:30.000Z,Registered,2020-07-08T11:25:06.232Z
1,2020-07-08T01:25:20.000Z,TF,2020-07-08T01:25:20.000Z
2,2020-07-08T01:25:20.000Z,Registered,2020-07-08T17:25:45.998Z
2,2020-07-08T01:25:20.000Z,Registered,2020-07-08T20:20:37.180Z
2,2020-07-08T21:00:23.000Z,Registered,2020-07-08T23:29:15.111Z
1,2020-07-08T21:00:23.000Z,TF,2020-07-08T21:00:23.000Z
2,2020-07-08T21:00:23.000Z,Registered,2020-07-09T06:20:39.236Z
2,2020-07-09T02:29:44.000Z,Registered,2020-07-10T13:25:32.323Z
1,2020-07-09T02:29:44.000Z,TF,2020-07-09T02:29:44.000Z
1,2020-07-10T04:32:51.000Z,TF,2020-07-10T04:32:51.000Z
2,2020-07-10T04:32:51.000Z,Registered,2020-07-10T20:20:27.620Z
2,2020-07-10T04:32:51.000Z,Registered,2020-07-10T04:32:51.000Z
2,2020-07-10T21:00:16.000Z,Registered,2020-07-11T08:07:40.638Z
1,2020-07-11T02:13:08.000Z,TF,2020-07-11T02:13:08.000Z
2,2020-07-11T02:13:08.000Z,Registered,2020-07-11T18:21:02.178Z
2,2020-07-11T02:13:08.000Z,Registered,2020-07-12T15:24:45.651Z
1,2020-07-12T10:10:02.000Z,TF,2020-07-12T10:10:02.000Z
2,2020-07-12T16:01:43.000Z,Registered,2020-07-13T14:20:59.488Z
2,2020-07-13T02:28:48.000Z,Registered,2020-07-13T17:24:30.238Z
1,2020-07-13T02:28:48.000Z,TF,2020-07-13T02:28:48.000Z
2,2020-07-13T02:28:48.000Z,Registered,2020-07-13T21:25:51.409Z
